Job title,Company,location,job type
Senior Liferay Developer,SSC -,"Dubai, United Arab Emirates ",Full Time
Employee Life Cycle Manager -Onboarding-,MAJID AL FUTTAIM -,"Cairo, Egypt ",Full Time
"Senior Backend Engineer, Talent Operations",WorkMotion -,"Cairo, Egypt ",Full Time
Associate Product Designer - Egypt,RelianceHMO -,"Cairo, Egypt ",Full Time
Liferay Developer,Sscegypt -,"Cairo, Egypt ",Full Time
Lead Engineer HVDC,Hitachi -,"Riyadh, Saudi Arabia ",Full Time
Senior Presales Consultant,Blackstone eIT -,"Cairo, Egypt ",Full Time
Material handling & warehousing Senior Engineer,Shift EV -,"Cairo, Egypt ",Full Time
Employee Life Cycle Manager -Employee Services-,MAJID AL FUTTAIM -,"Cairo, Egypt ",Full Time
Software Quality Assurance And Configuration Specialist/ Fluent English Speaker,FlairsTech -,"Maadi, Cairo, Egypt ",Full Time
"Analytics Executive Dubai, United Arab Emirates",GroupM -,"Dubai, United Arab Emirates ",Full Time
Scrum Master,KnowledgeNet -,"Cairo, Egypt ",Full Time
Junior Consultant Intern,PUPILAR -,"Dubai, United Arab Emirates ",Full Time
"ASNT Level 3 Technician (RT, PT, MT, UT)",Sisco -,"Riyadh, Saudi Arabia ",Full Time
Backend developer (Java),SSC -,"Cairo, Egypt ",Full Time
Production/Process Advisor,FLSmidth -,"Cairo, Egypt ",Full Time
Master Data Administrator and Analyst,DANONE -,"Cairo, Egypt ",Full Time
Sr. Technical Engineer,Watts -,"Riyadh, Saudi Arabia ",Full Time
Engineer - Structural (Site),AECOM -,"Riyadh, Saudi Arabia ",Full Time
API Inspector (570/510/563/580/581- 20),Sisco -,"Riyadh, Saudi Arabia ",Full Time
Azure Administrator,VAM Systems -,"Dubai, United Arab Emirates ",Full Time
Quality Assurance (QA) Specialist - Agile Transformation,Brixio -,"Dubai, United Arab Emirates ",Full Time
Project Manager,KnowledgeNet -,"Cairo, Egypt ",Full Time
Senior Frontend Developer,SSC -,"Cairo, Egypt ",Full Time
RPA Solution Architect,Advansys ESC -,"Cairo, Egypt ",Full Time
Senior Project Manager - Infrastructure Projects,Persistence Recruitment -,"Riyadh, Saudi Arabia ",Full Time
Engineer - Civil / Infra (Site),AECOM -,"Riyadh, Saudi Arabia ",Full Time
Architect (Site),AECOM -,"Riyadh, Saudi Arabia ",Full Time
Project Manager - Design (Roads/Infrastructure),AECOM -,"Dubai, United Arab Emirates ",Full Time
Structural Engineer (Site),AECOM -,"Riyadh, Saudi Arabia ",Full Time
Process Engineer,Stantec -,"Dubai, United Arab Emirates ",Full Time
IT Sales Specialist,GS-IT -,"Dubai, United Arab Emirates ",Full Time
Senior Systems Administrator - vSphere,DeepSource -,"Cairo, Egypt ",Full Time
Associate Product Manager - Egypt,RelianceHMO -,"Cairo, Egypt ",Full Time
Full Stack Software Engineer,Aramex International -,"Cairo, Egypt ",Full Time
"Performance Manager Cairo, NA",GroupM -,"Cairo, Egypt ",Full Time
Master Data Administrator and Analyst,Danone Waters (UK & Ireland) Ltd. -,"Cairo, Egypt ",Full Time
Technology Tech Prof Manager,"Halliburton Energy Services, Inc. -","Riyadh, Saudi Arabia ",Full Time
Technical Interviewer - Android,Squadio -,"Cairo, Egypt ",Full Time
CSE - Collections (Calls) - GSC Cairo,HSBC -,"Cairo, Egypt ",Full Time
Full Stack SR SW Developer_VOIS,Vodafone - Egypt -,"Cairo, Egypt ",Full Time
Key Accounts Assistant Analyst,Pepsico -,"Cairo, Egypt ",Full Time
IT Development & Delivery Manager,Pepsico -,"Cairo, Egypt ",Full Time
Project Managment Specialist,Vodafone - Egypt -,"Cairo, Egypt ",Full Time
Partner Solution Architect - Business Applications,Microsoft -,"Riyadh, Saudi Arabia ",Full Time
Technical Support Representative,Fixed Solutions -,"Cairo, Egypt ",Full Time
Senior Angular Developer,RMG -,"Cairo, Egypt ",Full Time
Full Stack Web Developer (PERN),Nikkah First -,"Cairo, Egypt ",Full Time
Solutions Engineer,Coberg Technologies -,"Maadi, Cairo, Egypt ",Full Time
IT Marketing Specialist,Integrated Technology Group -,"Heliopolis, Cairo, Egypt ",Full Time
Python Developer,Fekra Technology Solutions and Construction -,"Dokki, Giza, Egypt ",Full Time
Data Analyst,Yodawy Med -,"Mohandessin, Giza, Egypt ",Full Time
Senior Backend Developer,Confidential -,"Cairo, Egypt ",Full Time
Senior Full Stack Developer,Nahdet Misr Publishing Group -,"Mohandessin, Giza, Egypt ",Full Time
Sales Account Manager (Software),Bexel -,"Nasr City, Cairo, Egypt ",Full Time
Senior Process Engineer,Yanbu Aramco Sinopec Refining Company (YASREF) -,"Yanbu, Saudi Arabia ",Full Time
Dynamic Senior NetSuite Sales Representative,IT PLICITY -,"New Cairo, Cairo, Egypt ",Full Time
Senior Java Software Developer - (Back-end),Luxoft (A DXC Technology Company) -,"Cairo, Egypt ",Full Time
"Business Analyst Treasury (Egypt), Remote Egypt",Luxoft (A DXC Technology Company) -,"Cairo, Egypt ",Full Time
"Call Center Representative -English Account ( Etisalat UAE)).,",Etisalat Egypt -,"Maadi, Cairo, Egypt ",Full Time
Ict Teacher,Manhattan Schools -,"Maadi, Cairo, Egypt ",Full Time
UI Designer and Front-End Developer,Ejad -,"Dokki, Giza, Egypt ",Part Time
Microsoft Dynamics AX Functional Consultant,El Abd Group -,"Dokki, Giza, Egypt ",Full Time
"Systems Engineer, Data Protection",VAS Integrated Solutions -,"Cairo, Egypt ",Full Time
Data Center Trainee,VAS Integrated Solutions -,"Cairo, Egypt ",Full Time
Data Center Engineer,VAS Integrated Solutions -,"Cairo, Egypt ",Full Time
Senior Planning Engineer,Gama Construction -,"Cairo, Egypt ",Full Time
Senior Scaffolding Engineer (Design),Gama Construction -,"Cairo, Egypt ",Full Time
Account Support Associate - Kuwait,Ernst & Young - MENA -,"Kuwait City, Kuwait ",Full Time
Laravel Backend Developer - PHP ( Remotely ),Confidential -,"Cairo, Egypt ",Full Time
Project Manager,Youxel -,"Riyadh, Saudi Arabia ",Full Time
Associate Principal _ Digital Growth,ManpowerGroup Middle East -,"Dubai, United Arab Emirates ",Full Time
IT Project Manager,Suez Canal container Terminal -,"Port Fuad, Port Said, Egypt ",Full Time
Backend Developer,Geek Labs -,"Maadi, Cairo, Egypt ",Full Time
Software Project Manager,Bexel -,"Nasr City, Cairo, Egypt ",Full Time
Senior Business Analyst (Software),Bexel -,"Nasr City, Cairo, Egypt ",Full Time
Senior Commercial Projectmanager – PPP projects,THOST Project Management GmbH -,"Dubai, United Arab Emirates ",Full Time
Digital sales specialist,Ejada  -,"Cairo, Egypt ",Full Time
IT Specialist,Alforat -,"Glim, Alexandria, Egypt ",Full Time
Project Coordinator - Supply Chain,Jacobs Technology Inc. -,"Riyadh, Saudi Arabia ",Full Time
Process/Specialty Engineer II,Fluor Corporation -,"Riyadh, Saudi Arabia ",Full Time
SAP Implementation Consultant (Part Time),Jasara Program Management Company -,"Riyadh, Saudi Arabia ",Full Time
Senior Interface Coordinator -2,Jasara Program Management Company -,"Riyadh, Saudi Arabia ",Full Time
Senior Cost Manager,Jasara Program Management Company -,"Riyadh, Saudi Arabia ",Full Time
Performance Specialties -1,Jasara Program Management Company -,"Riyadh, Saudi Arabia ",Full Time
Data Analyst,Raya Trade & Distribution -,"Cairo, Egypt ",Full Time
Senior Projects Control Manager,Jasara Program Management Company -,"Riyadh, Saudi Arabia ",Full Time
Quality Assurance Manager,Jasara Program Management Company -,"Riyadh, Saudi Arabia ",Full Time
Sr. Discipline Engineer,Jasara Program Management Company -,"Riyadh, Saudi Arabia ",Full Time
Senior Cost Engineer,Jasara Program Management Company -,"Riyadh, Saudi Arabia ",Full Time
"Senior Social Media Executive- Designer Dubai, United Arab Emirates",GroupM -,"Dubai, United Arab Emirates ",Full Time
OTT Business Analyst,Ooredoo -,"Doha, Qatar ",Full Time
OTT Functional Tester,Ooredoo -,"Doha, Qatar ",Full Time
CMS PROJECT MANAGER - ARABIC SPEAKER,Duncan & Ross -,"Riyadh, Saudi Arabia ",Full Time
IT GRC CONSULTANT - ARABIC SPEAKER,Duncan & Ross -,"Riyadh, Saudi Arabia ",Full Time
"Performance Manager Dubai, United Arab Emirates",GroupM -,"Dubai, United Arab Emirates ",Full Time
Data & Analytics Analyst,Alphapartners -,"Dubai, United Arab Emirates ",Full Time
"Senior Project Assistant, Project Management",International Organization for Migration -,"Cairo, Egypt ",Full Time
Senior Manager - Transformation - Systems and Digital transformation,NEOM -,"Riyadh, Saudi Arabia ",Full Time
Technical Interviewer - FE-React Js,Squadio -,"Cairo, Egypt ",Full Time
Technical Interviewer - BE- JAVA,Squadio -,"Cairo, Egypt ",Full Time
Senior Commissioning Engineer,Hitachi -,"Riyadh, Saudi Arabia ",Full Time
Field Service Engineer Senior,ALFA LAVAL -,"Riyadh, Saudi Arabia ",Full Time
CRM Customer Insights Senior Analyst,Magrabi Retail -,"Cairo, Egypt ",Full Time
Senior Frontend Developer,Dsquares -,"Cairo, Egypt ",Full Time
Senior Software Testing Specialist,Dsquares -,"Cairo, Egypt ",Full Time
Development Tech Lead,KnowledgeNet -,"Cairo, Egypt ",Full Time
Senior Software Sales Executive - Banking Investment,KnowledgeNet -,"Riyadh, Saudi Arabia ",Full Time
Business Analyst,Envision Employment Solutions -,"Cairo, Egypt ",Full Time
Training Facilitator,IntouchCX -,"Cairo, Egypt ",Full Time
Senior Interface Coordinator -2,JASARA PMC -,"Riyadh, Saudi Arabia ",Full Time
AngularJS Developer,Zone IT Solutions -,"Dubai, United Arab Emirates ",Full Time
Senior Interface Coordinator -3,JASARA PMC -,"Riyadh, Saudi Arabia ",Full Time
PHP Developer,Zone IT Solutions -,"Dubai, United Arab Emirates ",Full Time
Quality Assurance Manager,JASARA PMC -,"Riyadh, Saudi Arabia ",Full Time
Technology Analyst,DigitalQatalyst DMCC -,"Dubai, United Arab Emirates ",Full Time
Project Senior Engineer,ElsewedyElectric -,"Cairo, Egypt ",Full Time
SAP Implementation Consultant (Part Time),JASARA PMC -,"Riyadh, Saudi Arabia ",Full Time
Warehouse Senior Engineer,Shift EV -,"Cairo, Egypt ",Full Time
Senior Java Developer (Full Stack),IBM WTC Egypt -,"Cairo, Egypt ",Full Time
Product Owner,Gulf Business Machines PND -,"Riyadh, Saudi Arabia ",Full Time
Senior Projects Control Manager,JASARA PMC -,"Riyadh, Saudi Arabia ",Full Time
Data & Analytics Analyst,Careem -,"Dubai, United Arab Emirates ",Full Time
Cloud Solution Architect - Azure AI and Machine Learning,Microsoft -,"Dubai, United Arab Emirates ",Full Time
Cloud Solution Architecture-App Innovation,Microsoft -,"Riyadh, Saudi Arabia ",Full Time
RAN Optimization Senior Engineer_VOIS,Vodafone - Egypt -,"Cairo, Egypt ",Full Time
React JS SW Developer_VOIS,Vodafone - Egypt -,"Cairo, Egypt ",Full Time
Java Solution Architect_VOIS,Vodafone - Egypt -,"Cairo, Egypt ",Full Time
Senior Software Devops + GCP Engineer _VOIS,Vodafone - Egypt -,"Cairo, Egypt ",Full Time
Sr SW Developer_Angular&Java _VOIS,Vodafone - Egypt -,"Cairo, Egypt ",Full Time
Senior Developer,OdooTec -,"Cairo, Egypt ",Full Time
Enterprise Architect,Evolvice GmbH -,"Maadi, Cairo, Egypt ",Full Time
Senior Technical Writer,Evolvice GmbH -,"Maadi, Cairo, Egypt ",Full Time
Senior Windows Administrator,TetherView -,"Cairo, Egypt ",Full Time
System Reliability Engineer,GET Group- Egypt -,"Cairo, Egypt ",Full Time
Senior React Native Developer,Zeidex -,"Giza, Egypt ",Full Time
Drupal Developer,Dexef -,"Quweisna, Monufya, Egypt ",Full Time
Senior Front End Developer - Next.Js,Zeidex -,"Giza, Egypt ",Full Time
Sr. Network Security Engineer,IP Protocol INC -,"New Cairo, Cairo, Egypt ",Full Time
MS Dynamics Development Manager,Confidential -,"Obour City, Cairo, Egypt ",Full Time
IT Infrastructure Supervisor,Logistica -,"6th of October, Giza, Egypt ",Full Time
Senior IOS Developer,Confidential -,"Dokki, Giza, Egypt ",Full Time
Senior Camunda Developer,FlairsTech -,"Maadi, Cairo, Egypt ",Full Time
Digital Marketing Specialist,Ejad -,"Dokki, Giza, Egypt ",Full Time
Senior Finance Manager,Raya Holding for Financial Investments -,"Cairo, Egypt ",Full Time
Project Manager - IT,Transguard group -,"Dubai, United Arab Emirates ",Full Time
Senior Frontend Developers- Vue.js,Wakeb Data -,"Mohandessin, Giza, Egypt ",Full Time
"Senior Manager - Safety, Health & Environment",AECOM -,"Riyadh, Saudi Arabia ",Full Time
Sr. Web (PHP) Developer,Misr Technology Services -,"Cairo, Egypt ",Full Time
IT Internship,Hayat -,"Nasr City, Cairo, Egypt ",Full Time
System Admin Specialist /SR,Sky Distribution -,"Sheikh Zayed, Giza, Egypt ",Full Time
Information Security Manager - Assessments,Network International -Egypt -,"New Cairo, Cairo, Egypt ",Full Time
SAP ABAP Consultant,IBM WTC Egypt -,"Cairo, Egypt ",Full Time
Quality Assurance Analyst,"24-7 Intouch, Inc. -","Cairo, Egypt ",Full Time
ERP Specialist,Logix for information Technology -,"Heliopolis, Cairo, Egypt ",Full Time
Senior Structural BIM Technician,ECONSTRUCT DESIGN & BUILD Pvt Ltd. -,"Cairo, Egypt ",Full Time
BS Managed Service Engineer,Vodafone - Egypt -,"Cairo, Egypt ",Full Time
PMO Head (Project Management Office),Coberg -,"Cairo, Egypt ",Full Time
Document & Data Mgmt Specialist I,Fluor Corporation -,"Riyadh, Saudi Arabia ",Full Time
Digital Product Owner,Vodafone - Egypt -,"Cairo, Egypt ",Full Time
Application Support Officer,El Sewedy Education - The Knowledge Hub Universities -,"New Capital, Cairo, Egypt ",Full Time
Radio Planning Tech Lead,Vodafone - Egypt -,"Cairo, Egypt ",Full Time
Senior Integration Developer,IBM WTC Egypt -,"Cairo, Egypt ",Full Time
Azure Administrator,VAM Systems -,"Doha, Qatar ",Full Time
"Project Coordinator - Riyadh, Saudi Arabia",Gallup Group -,"Riyadh, Saudi Arabia ",Full Time
Business Intelligence Support Specialist,Vodafone - Egypt -,"Cairo, Egypt ",Full Time
SAP Enterprise Integration Architect,IBM WTC Egypt -,"Cairo, Egypt ",Full Time
SAP Master Data Management Analyst - Temporary Contract,Unilever -,"Cairo, Egypt ",Full Time
Test Specialist,IBM WTC Egypt -,"Cairo, Egypt ",Full Time
Operations Lead,Amazon MENA -,"Dubai, United Arab Emirates ",Full Time
"Investigations Manager I, Shopping Experience Protection Operations (SEPO)-Customer Discovery Trust",Amazon MENA -,"Cairo, Egypt ",Full Time
"Senior Product Manager, MENA Shopping Experience",Amazon MENA -,"Dubai, United Arab Emirates ",Full Time
"Strategic Vendor Support (Project end date: 1 Nov 2024), Leisure, OHL",Amazon MENA -,"Cairo, Egypt ",Full Time
ICQA Escalation Specialist,Amazon MENA -,"Cairo, Egypt ",Full Time
"Vendor Consultant, Italian, AVS-NOP",Amazon MENA -,"Cairo, Egypt ",Full Time
Business Development Executive - Mawared Software Solutions,Arabic Localizer -,"Mohandessin, Giza, Egypt ",Full Time
Functional Consultant,Keden International -,"Nasr City, Cairo, Egypt ",Full Time
Network Technical Support,IT Pillars -,"Nasr City, Cairo, Egypt ",Full Time
AP Help Desk,IBM WTC Egypt -,"Cairo, Egypt ",Full Time
E-Commerce Sales Account Manager (Sllr),Albostany for real estate -,"Cairo, Egypt ",Full Time
• Head of Enterprise Fixed and Business Complexes,Vodafone - Egypt -,"Cairo, Egypt ",Full Time
Project Manager Sr Analyst,Pepsico -,"Cairo, Egypt ",Full Time
Senior UI Designer,AKQA -,"Dubai, United Arab Emirates ",Full Time
CPN Planning & Implementation Tech lead,Vodafone - Egypt -,"Cairo, Egypt ",Full Time
RPA & Digital Solutions Engineer,Vodafone - Egypt -,"Cairo, Egypt ",Full Time
Utilities / Production Maintenance Engineer Specialist,Sanofi -,"Cairo, Egypt ",Full Time
Major Acct Manager - Public Sector,"Fortinet, Inc -","Riyadh, Saudi Arabia ",Full Time
Frontend Engineer,Incorta Inc -,"Cairo, Egypt ",Full Time
Project Coordinator - Supply Chain,Jacobs Engineering Group Inc -,"Riyadh, Saudi Arabia ",Full Time
SC QC Associate - Line Chemist,Pepsi -,"Cairo, Egypt ",Full Time
Architect / Buildings Sr. Engineer,Jasara Program Management Company -,"Riyadh, Saudi Arabia ",Full Time
Software Engineer (Egypt),vectara -,"Cairo, Egypt ",Full Time
Inspector - Landscape Architect,AECOM -,"Riyadh, Saudi Arabia ",Full Time
Web Lead,Haus & Haus -,"Dubai, United Arab Emirates ",Full Time
VP - Business Development - Middle East,Nium Pte Ltd. -,"Dubai, United Arab Emirates ",Full Time
"Marketing and Content Manager Dubai, United Arab Emirates",GroupM -,"Dubai, United Arab Emirates ",Full Time
"Analyst - Credit and Collections Dubai, United Arab Emirates Posted on 01/16/2024 Be the First to Apply","WESCO International, Inc. -","Dubai, United Arab Emirates ",Full Time
R&D And Business Intelligence Specialist,Blackstone eIT -,"Cairo, Egypt ",Full Time
Junior IT Support Engineer,Qcon -,"Doha, Qatar ",Full Time
Business Analyste (H/F),Sofrecom Group -,"Cairo, Egypt ",Full Time
Technical Interviewer - .NET,Squadio -,"Cairo, Egypt ",Full Time
Architect / Buildings Sr. Engineer,JASARA PMC -,"Riyadh, Saudi Arabia ",Full Time
Technical Interviewer - BE-Node JS,Squadio -,"Cairo, Egypt ",Full Time
Technical Interviewer - PHP,Squadio -,"Cairo, Egypt ",Full Time
Training Facilitator,"24-7 Intouch, Inc. -","Cairo, Egypt ",Full Time
"Senior Accountant, Egypt & North Africa",Reckitt Benckiser -,"Cairo, Egypt ",Full Time
Investment Analyst | Saudi Arabia,RAWAJ -,"Cairo, Egypt ",Full Time
Data Analyst Trainee,DigitalQatalyst DMCC -,"Dubai, United Arab Emirates ",Full Time
Digital Transformation Lead,TIS -,"Riyadh, Saudi Arabia ",Full Time
Senior Network Administrator,TIS -,"Riyadh, Saudi Arabia ",Full Time
Information Security Analyst,TIS -,"Riyadh, Saudi Arabia ",Full Time
Senior System Administrator,TIS -,"Riyadh, Saudi Arabia ",Full Time
Technology Specialists,Microsoft -,"Cairo, Egypt ",Full Time
Technical Support engineer-English Speaker-experience with performing software quality assurance,FlairsTech -,"Maadi, Cairo, Egypt ",Full Time
Embedded Engineer,egyptain engineering for electronics -,"Hurghada, Red Sea, Egypt ",Freelance / Project
Software Quality Control Engineer,3i Vision LTD. -,"Hadayek Alahram, Giza, Egypt ",Full Time
FICO Consultant,Post Distribution Company  -,"Maadi, Cairo, Egypt ",Full Time
Flutter Mobile Developer,Namaa IT -,"New Cairo, Cairo, Egypt ",Full Time
PHP Laravel - Full Stack Developer,Namaa IT -,"New Cairo, Cairo, Egypt ",Full Time
Senior software tester (Manual and Automation QC),FlairsTech -,"Cairo, Egypt ",Full Time
IT Supervisor,American Research Center in Egypt -,"Cairo, Egypt ",Full Time
Sales Account Executive,Gulf Data International  -,"Heliopolis, Cairo, Egypt ",Full Time
Senior Charging Engineer,Shift EV -,"Cairo, Egypt ",Full Time
Network Engineer,Afaqy -,"Riyadh, Saudi Arabia ",Full Time
Technical Support Engineer,IT Pillars -,"Nasr City, Cairo, Egypt ",Full Time
